SPNWR_ID,Species Confirm,Observer,Located,Beach,FullEXC,When did nest hatch?,NESTFATE,MARKED,DPSTK2,INSITSTN2,Nest Not Found,Nest Washed Out,Observation date,Nest Emerge Observer,Nest Emerge Date,Nest Emerge Time,Nest Excavation Observer,Nest Excavation Date,Nest Excavtion Time,Nest Marker Found,Nest Predated,Predated at Pre-Emergence,Predated at Emergence,Predated at Post Emergence,Predated Unknown,Predated by Cat,Predated by Crab,Predated by Dog,Predated by Mongoose,Predated by Night Heron,Predated by Unknown,Predated by Other,Predation Notes,Number of Turtles Predated,Disorientated Nest,Disorientated Cause,Disorientated Pattern Drawn,Live Hatchlings Aliver Emerged,Emerged Observed,Live Hatchlings Date Released,Live Hatchlings Time Released,Live Hatchlings Release Location,Dead Emerged,Dead Emerged (Dehydrated),Dead Emerged Predated,Dead Emerged Entangled,Dead Emerged Unknown,Dead in Nest Dehydrated,Dead In Nest Predated,Dead In Nest Entangled,Dead In Nest Unknown,Live Hatchlings Alive in Nest,Dead in Nest,Yolkless Eggs,Hatched Shells,Full Term Pipped (Live),Full Term Pipped (Dead),Full Term Unpipped (Live),Full Term Unpipped (Dead),Mid Pig Body,Pre-midterm (pigmented eye),Undeveloped,Unfertilized,Unknown Eggs,Total unhatched,Total eggs,Hatch success (%),Hatched Deformed,Type Deformity,Unhatched Deformed Twins,Unhatched Deformed Albinos,Unhatched Deformed Other,Relocated Nests Number of Eggs Reburied,Relocated Nests Number of Yolkless Reburied,Nest Notes,Unhatched Eggs,HatchlingsSampled,YolklessCollected,GeneticNotes,Genetic Nest ID,TempLogEi,TempLogDc,Substrate,Vegetation Type
1466,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/6/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,8,15,48,0,16,0,15,0,1,4,0,6,42,90,53.33333333,,,,,,0,0,,,,,,,,,,
1467,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/11/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,12,0,0,0,0,0,0,0,39,0,0,39,39,0,,,,,,0,0,Very deep nest,,,,,,,,,
1470,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, TJ",6/18/2012,2:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,9,52,0,11,0,0,0,0,0,0,6,17,69,75.36231884,,,,,,0,0,,,,,,,,,,
1471,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/15/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,20,53,0,1,0,0,0,3,27,0,2,33,86,61.62790698,,,,,,0,0,,,,,,,,,,
1472,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/11/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,16,81,0,3,0,2,0,0,3,0,0,8,89,91.01123596,,,,,,0,0,,,,,,,,,,
1473,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/6/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,34,48,0,18,0,0,0,0,3,0,4,25,73,65.75342466,,,,,,0,0,,,,,,,,,,
1474,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,6/10/2012,,JV,6/15/2012,0:01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,17,49,0,24,0,1,1,0,11,0,5,42,91,53.84615385,,,,,,0,0,,,,,,,,,,
1477,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,LZ,5/12/2012,3:30,"LZ, JK",5/16/2012,4:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,5/18/2012,20:20,66,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,24,55,0,2,0,1,0,0,13,0,2,18,73,75.34246575,,,,,,0,0,"Found 1 live hatchling just below surface upon emergence.
Kept 1 live hatchling overnight.",,,,,,,,,
1482,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,"JK,MC",5/7/2012,22:00,"JK, LZ",5/10/2012,2:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,5/10/2012,3:30,86,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,5,43,0,1,1,7,6,1,21,0,2,39,82,52.43902439,,,,,,0,0,"Found 1 live hatchling at surface upon emergence. 
Kept 1 full-term unpipped hatchling overnight.",,,,,,,,,
1485,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,5/12/2012,4:25,JK,5/15/2012,3:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,23,27,0,0,0,0,0,0,0,0,5,5,32,84.375,,,,,,0,0,"Many, many shell fragments.",,,,,,,,,
1486,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JW,5/14/2012,2:20,LZ,5/16/2012,22:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,18,42,0,1,0,3,7,4,16,0,3,34,76,55.26315789,,,,,,0,0,,,,,,,,,,
1487,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/13/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,12,50,0,33,0,4,0,0,4,0,14,55,105,47.61904762,,,,,,0,0,,,,,,,,,,
1488,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/9/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,20,35,0,1,0,2,1,0,5,0,1,10,45,77.77777778,,,,,,0,0,,,,,,,,,,
1491,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JK, LZ",4/20/2012,17:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,16,27,0,2,0,2,3,0,43,0,2,52,79,34.17721519,,,,,,0,0,,,,,,,,,,
1492,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JK, CE, LZ",4/20/2012,17:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,23,24,0,9,0,15,0,0,4,0,37,65,89,26.96629213,,,,,,0,0,,,,,,,,,,
1493,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JT,6/15/2012,,"JK, LZ",6/19/2012,22:40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,6/20/2012,0:22,81,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,12,55,1,13,0,3,2,2,12,,10,43,98,56.12244898,,,,,,0,0,,,,,,,,,,
1495,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, JW",6/20/2012,22:28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,21,52,1,0,1,0,1,1,3,0,2,9,61,85.24590164,,,,,,0,0,,,,,,,,,,
1496,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,LZ,6/20/2012,16:45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,35,65,0,2,0,1,0,0,5,0,3,11,76,85.52631579,,,,,,0,0,,,,,,,,,,
1497,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JW,6/10/2012,20:20,"JK, JW, NM, LZ",6/15/2012,2:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,6/15/2012,3:15,111,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,21,70,0,16,0,3,0,0,1,0,8,28,98,71.42857143,,,,,,0,0,,,,,,,,,,
1499,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/12/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,12,54,0,2,0,2,1,5,34,0,4,48,102,52.94117647,,,,,,0,0,,,,,,,,,,
1500,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/15/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,21,15,0,0,0,2,1,1,14,0,17,35,50,30,,,,,,0,0,,,,,,,,,,
1502,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/21/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,4,67,0,2,0,3,0,0,13,0,3,21,88,76.13636364,,,,,,0,0,,,,,,,,,,
1503,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/9/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,18,FALSE,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,22,63,0,10,0,4,0,0,6,0,1,21,84,75,,,,,,0,0,,,,,,,,,,
1505,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JK, LZ, MC",6/21/2012,23:07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,27,27,0,8,0,41,2,0,9,0,2,62,89,30.33707865,,,,,,0,0,"ROOT INDUNDATION, NEST MARKER READS SPP058 AND 4/11-12/12, THINK 1505 SHOULD NOT BE 056 BECAUSE ALSO ENTERED FOR 1526",,,,,,,,,
1507,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,6/12/2012,,LZ,6/15/2012,20:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,20,39,0,11,0,10,0,0,1,0,2,24,63,61.9047619,,,,,,0,0,,,,,,,,,,
1508,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/18/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,10,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,15,59,0,9,0,35,0,0,6,0,4,54,113,52.21238938,,,,,,0,0,,,,,,,,,,
1509,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JV,6/14/2012,21:35,"MC, JK",6/19/2012,0:33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,2,TRUE,6/14/2012,23:33,134,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,1,21,35,0,15,0,2,1,0,0,0,22,40,75,46.66666667,,,,,,0,0,,,,,,,,,,
1511,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JT,7/16/2012,18:00,"JK, JW",7/20/2012,3:05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,21,13,0,17,49,0,2,0,3,0,3,74,87,14.94252874,,,,,,0,0,,,,,,,,,,
1513,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JZ, JK",6/24/2012,22:15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,29,58,0,3,0,2,0,1,7,0,8,21,79,73.41772152,,,,,,0,0,,,,,,,,,,
1514,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JT,6/15/2012,,"JK, LZ",6/19/2012,21:48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,33,TRUE,6/15/2012,20:28,81,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,15,42,0,14,0,21,1,1,5,0,3,45,87,48.27586207,,,,,,0,0,,,,,,,,,,
1515,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/21/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,30,67,0,3,0,3,0,0,10,0,4,20,87,77.01149425,,,,,,0,0,,,,,,,,,,
1516,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/21/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,18,0,0,0,3,3,2,98,0,5,111,129,13.95348837,1,white/malpigmented full term unpipped,,1,,0,0,,,,,,,,,,
1519,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,LZ,6/26/2012,1:45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,11,58,0,7,0,2,0,1,6,0,6,22,80,72.5,,,,,,0,0,,,,,,,,,,
1520,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/25/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,23,33,0,3,0,2,0,0,9,0,5,19,52,63.46153846,,,,,,0,0,,,,,,,,,,
1522,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/24/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,28,55,0,11,0,5,0,0,2,0,8,26,81,67.90123457,,,,,,0,0,,,,,,,,,,
1523,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,MC,6/22/2012,3:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,18,1,0,0,0,3,3,0,87,0,5,98,99,1.01010101,,,,,,0,0,,,,,,,,,,
1524,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JT,6/16/2012,18:10,JW,6/20/2012,9:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,6/16/2012,19:35,88,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,11,18,70,0,1,0,1,0,0,4,0,1,7,77,90.90909091,,,,,,0,0,NOT 1523….1523 EXCAVATED AND CONFIRMED W NEST MARKER…POSSIBLY 1524 PROB LAY AT 175.3?,,,,,,,,,
1525,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"NM, LZ",6/27/2012,23:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,22,0,0,0,0,2,70,0,5,0,7,84,84,0,,,,,,0,0,,,,,,,,,,
1527,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JT,6/19/2012,18:10,MC,6/24/2012,1:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,4,TRUE,6/19/2012,20:04,66,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,16,73,0,0,0,0,0,0,3,1,3,7,80,91.25,,,,,,0,0,,,,,,,,,,
1528,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/24/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,6,65,0,1,0,0,1,0,21,0,3,26,91,71.42857143,,,,,,0,0,,,,,,,,,,
1529,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,"DB, TW, JT",6/22/2012,18:20,LZ,6/24/2012,23:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,13,20,0,12,0,49,1,0,6,0,5,73,93,21.50537634,,,,,,0,0,,,,,,,,,,
1530,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JW,6/24/2012,21:40,LZ,6/27/2012,21:15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,33,24,0,12,1,15,0,0,12,0,1,41,65,36.92307692,,,,,,0,0,May have not retrieved all of clutch. Sand extremely dry-impossible to keep in place for 45 minutes.,,,,,,,,,
1531,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, JW",6/29/2012,23:21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,38,40,0,7,0,1,0,0,5,0,5,18,58,68.96551724,,,,,,0,0,,,,,,,,,,
1534,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,"DB, JT",6/22/2012,17:55,"JW, TJ",6/25/2012,21:05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,7,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,11,26,0,40,0,10,0,5,16,0,5,76,102,25.49019608,,,,,,0,0,,,,,,,,,,
1535,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,LZ,6/20/2012,23:40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,15,48,0,2,0,,1,0,4,0,10,17,65,73.84615385,,,ft UNPIPPED,,,0,0,,,,,,,,,,
1536,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/24/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,28,49,0,10,0,7,8,11,16,0,0,52,101,48.51485149,1,twins- both midterm,1,,,0,0,,,,,,,,,,
1542,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,JW,6/24/2012,23:45,JV,6/27/2012,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,31,43,0,20,0,18,4,3,7,0,3,55,98,43.87755102,,,,,,0,0,,,,,,,,,,
1544,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,"TW, CL, JT, MB, KT",6/21/2012,17:48,JW,6/26/2012,0:22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,24,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,23,41,0,18,0,17,0,0,9,0,11,55,96,42.70833333,,,,,,0,0,TW released 24 live hatchlings at 66,,,,,,,,,
1545,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"JW, LZ",7/1/2012,21:40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,13,43,0,0,0,3,0,0,25,0,4,32,75,57.33333333,,,,,,0,0,Found broken stick with flagging tape marked for emergence on 6/22/2012 at 18:20.,,,,,,,,,
1546,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,LZ,6/24/2012,21:40,JK,6/28/2012,2:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,1,FALSE,6/28/2012,2:32,137,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,32,21,0,47,0,9,1,0,4,0,6,67,88,23.86363636,,,,,,0,0,,,,,,,,,,
1548,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,,,,EW,6/25/2012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,3,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,52,55,0,0,0,7,2,1,6,0,1,17,72,76.38888889,,,,,,0,0,,,,,,,,,,
1549,,,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,N/A,,,"LZ, JW",7/1/2012,20:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,0,FALSE,,FALSE,0,FALSE,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,44,49,0,4,0,6,0,0,2,0,8,20,69,71.01449275,,,,,,0,0,,,,,,,,,,
